title_ch,title_eng,body,hsk_level,link
中国中小学生阅读时间不足,The reading time of elementary and middle school students in China is not enough,最近的一个中国教育论坛上有报告显示，近七成中小学生每天阅读时间低于一个小时。 这些受访者中，大约有89.4%的人对阅读有兴趣，79.4%的人喜欢写作，81.8%的人表示有丰富的资源可以阅读，69.4%的人会经常买书。但是，这些受访者的阅读时间却令人担忧。大约19.6%的人每天阅读时间不足半个小时，50%的人每天阅读时间不到一个小时，而且随着年龄的提升，每天阅读时间不足一个小时的学生明显增多。所以对于中小学生来说，兴趣不是问题，阅读资源也不是问题，时间才是问题。 专家建议，要提升中小学生的读写能力，首先要保证学生有足够的读写时间，同时要对读写方法进行系统研究和有效教学，给学生更细致的分级教学。,4,https://mandarinbean.com/the-reading-time-of-elementary-and-middle-school-students-in-china-is-not-enough/
画蛇添足,Gild the lily,战国时期，楚国有一个管祠堂的人在祭祀以后要把酒分给工作人员，但是酒不够，于是他们想到一个办法：大家比赛在地上画蛇，画得最快的人就可以喝酒。 有一个人画得最快，但是画好以后他发现其他人都还没有画完，他就又给蛇画了脚。这个时候另一个人刚好画完，就把酒抢了过来，说：蛇本来就没有脚，你为什么要给它画脚呢？说完就把酒喝掉了。 这个故事就叫“画蛇添足”。用来形容做了多余的事，不但没有好处，也不合适。,3,https://mandarinbean.com/gild-the-lily/
快时尚在中国的退败,The decline of fast fashion in China,最近，OldNavy表示明年退出中国市场。从2018年开始，NewLook、TOPSHOP、Forever21等品牌就纷纷退出中国市场。除了这几个品牌，现在在中国的包括ZARA以及H&M等多家快时尚品牌日子也不好过。快时尚品牌经常在中国市场出现质量不合格的问题让品牌的口碑也大大下降。虽然品牌不同，但是销售不好、退出中国市场的原因都大同小异，例如品牌营销不好、不够本土化、创新速度较慢等，都是这些快时尚品牌销售下降的重要原因。所以，如何让快时尚品牌做到又新又快又时尚来满足年轻人的需求，是新时期品牌们需要注意的。,4,https://mandarinbean.com/the-decline-of-fast-fashion-in-china/
二十年后,Twenty years later,最近上海的一位妈妈因为女儿不认真写作业生气到抓狂，但是妈妈的生气却让她的父亲母亲很开心。 原来23年前，这位妈妈的爸爸辅导她作业时就遇到了同样的事情，女儿不认真写作业因此写了一封信给女儿，信里说：以后有一天你也会成为父母，将来你的孩子发生你现在这样的问题，你会怎么做呢？,3,https://mandarinbean.com/twenty-years-later/
八成青少年运动不足,80% teens lack of physical exercises,世界卫生组织最新报告显示，全球80%以上青少年缺乏足够的体育锻炼，每天运动时间不足一小时。这一现象在女生中更严重。全球仅15%的女生运动量达标，而男生比例为22%。调查发现，青少年缺乏运动在世界各地都非常普遍，与发达程度没有明显关联：低收入国家青少年85%缺乏运动；中低收入国家为79%；中高收入国家为84%；高收入国家为79%。专家认为电子技术似乎改变了青少年的运动模式，鼓励他们多坐、少动。其中部分国家和地区基础设施不发达，社会环境不安全，是限制青少年户外活动的主要因素。,4,https://mandarinbean.com/80-teens-lack-of-physical-exercises/
颜色,Colour,普通人可能很难理解颜色的重要性。十二岁的小男孩Jonathan有严重的色盲，他的校长把自己的眼镜借给男孩戴以后，小男孩哭起来。原来他的校长也有色盲，这是为色盲特别制作的眼镜，这是小男孩第一次看清楚不同的颜色，原来有颜色的世界是这样的。,3,https://mandarinbean.com/colour/
购物节后的快递,Express delivery after the shopping festival,双十一购物节已经结束，但是快递行业正在接受挑战，因为消费者买的东西正在由快递员们进行配送。据统计，今年双十一期间，快递量将达到18亿件，平均每天处理3.5亿件，超过日常两倍。但快递人员也表示，忙一点没关系，因为赚的钱也多，虽然没有加班费，但是很多人都自愿加班，因为工资是按照工作量计算的，也就是说送件越多，赚钱越多。,4,https://mandarinbean.com/express-delivery-after-the-shopping-festival/
最长寿老人去世,The longest-lived old person passed away,你知道世界上年龄最大的人是谁吗？她是一位俄罗斯老人，已经123岁了。这位长寿老人1896年出生，经历了三个世纪，两次世界大战，一共有三个儿子，53岁时才生下第一个儿子。但是今年十月她去世了。,3,https://mandarinbean.com/the-longest-lived-old-person-passed-away/
冬天跑步,Running in winter,跑步是最简单也最常见的运动方式，好处也很多，比如可以增强人体免疫系统，降低患感冒的风险。即使是冬天，也有很多人会在户外跑步，但是也有一些问题需要注意。 第一，不能穿得太多，否则会影响身体的灵活性。但是也要注意保护头、耳朵等部位不要着凉。 第二，冬天跑步前一定要进行热身。不要从安静的状态突然开始剧烈运动。 第三，刚开始的时候应该慢跑，让身体温度上升，再慢慢加速。这样可以保护身体不受伤。 第四，在户外跑步时，跑完也不要马上停下来，尽量让身体持续保持较热的体温，回到室内以后再休息。,4,https://mandarinbean.com/running-in-winter/
租还是买？,Rent or buy?,我们知道现在很多人不买房子，选择租房子。最近，时尚品牌H&M准备开始租衣服的服务。如果你是会员，可以一次租三件衣服，每次租一个星期，每一件衣服的租金大约是255元人民币。这部分可以租的衣服都是这个公司比较贵的产品。你可以去商店里租，也可以在网上租。很多人认为这对环境也更友好。,3,https://mandarinbean.com/rent-or-buy/
愚蠢的小偷,Stupid thief,最近，江苏省发生了一件偷东西的案件。警察在被偷的房间检查时，发现了陌生的手机和银行卡，这些都不是房间主人的。后来，一个男人打电话来求被偷的人把他的手机和银行卡还给他。原来，这个男人就是小偷，偷东西的时候不小心把自己的东西忘在了房间里。目前，这个小偷被警察带回了警察局。,4,https://mandarinbean.com/stupid-thief/
说脏话的好处,The benefits of saying dirty words,说脏话当然是很不好的行为。你是不是也在运动时听见总是有人一边运动一边说脏话？最近英国的一项研究发现，在你骑自行车遇到阻力的时候，说脏话的人比不说的人有更大的力量继续骑。因为说脏话不仅可以提高运动时的耐力，受伤时说脏话也可能会减轻痛苦。但是，研究人员也表示，脏话说得太多会失去这种作用。,3,https://mandarinbean.com/the-benefits-of-saying-dirty-words/
告别害羞,Say goodbye to shyness,你是一个容易害羞的人吗？其实，害羞的原因是不安全感。只有当你知道自己的不安全感来自哪里，你才能采取行动告别害羞。 很多时候是因为不自信。比如，也许你在做演讲的时候会害羞，那么就花一万个小时提升你的演讲技能吧！当你花了一万个小时在一件事上，你就可以成为专家，你会对这件事充满自信。 你也应该知道自己的优势和劣势，问问你自己：我擅长做什么？我有过哪些成就？我做过哪些让自己骄傲的事情？这样也能让自己开始自信。 当然，也不要太在乎别人怎么看自己，因为实际上大部分人都很忙，没有时间注意你做了什么或者没做什么。,4,https://mandarinbean.com/say-goodbye-to-shyness/
不到长城非好汉,He who doesn’t reach the Great Wall is not a true man,中国有一句话很有名：不到长城非好汉。如果你去过长城，肯定也见过这句话。这句话里的“非”的意思是“不是”，“好汉”的意思是“很厉害的人”或者“英雄”。所以我们可以知道这句话是说没有去过长城的人不是英雄。现在我们常用这句话来比喻一种积极的精神，如果遇到困难，要努力想办法，如果问题解决了，那就是“好汉”。,3,https://mandarinbean.com/he-who-doesnt-reach-the-great-wall-is-not-a-true-man/
影响语言能力发展的原因,Reasons for the development of language ability,很多时候如果你有哥哥，尽管偶尔会吵架，但通常他都会保护你。然而，最近一项研究发现一个有趣的弊端：有哥哥的孩子学语言更慢。 这个结果可能和你想象的不一样。我们可能以为有哥哥会加速孩子的语言能力发展，但事实上是相反的。从词汇量、语法、语言推理等多方面测试，有哥哥的孩子语言发展比有姐姐的孩子平均晚两个月左右。 到目前为止，研究人员还无法确定这现象背后的原因。,4,https://mandarinbean.com/reasons-for-the-development-of-language-ability/
养狗的好处,The benefits of having a dog,如果你养狗，你可能会发现家里的狗让你更快乐。最近，有研究表示，养狗不但会让我们更快乐，也可能让我们更健康。如果你是自己住，并且已经有心脏病等问题，那么和没有养狗的人相比，养狗可以让这些病人过早去世的风险降低0.27以上。,3,https://mandarinbean.com/the-benefits-of-having-a-dog/
电子烟也被控了,E-cigarettes are also regulated,十月一日开始，深圳也开始限制电子烟了。公共汽车站台、地铁、旅游景点等地方的室外购票区等也成了禁烟区。为了保护未成年人，新的规定也要求中学、小学等出口、入口50米范围内不可以卖烟。,4,https://mandarinbean.com/e-cigarettes-are-also-regulated/
停用智能手机一年,Stop using smartphone for one year,十万美元，想要吗？可口可乐公司提供了这笔钱，如果有人能停止使用智能手机一年，就可以得到这笔钱。比赛规定，参加比赛的人只能使用1996年生产的非智能手机，一年内不能使用智能手机或者平板电脑，但是可以使用笔记本电脑。当然，如果你只能坚持6个月，也能得到1万美元。因为现在特别是年轻人几乎需要用智能手机做一切事情，大家好像都不能想象没有智能手机的生活了。 比赛开始以后，一位29岁的纽约作家被选中，现在已经过了8个月，她决定一年结束以后也不再使用智能手机。,3,https://mandarinbean.com/stop-using-smartphone-for-one-year/
幸亏胖,"Fortunately, overweight",最近，一个十四岁左右的河南男孩因为琐事和家长争吵，然后离开了家。结果这个男孩不小心掉进了河里，但幸亏这个孩子比较胖，他掉进水里之后也没有挣扎，而是仰面浮在水上。在水里漂了几个小时以后被人发现救了，现在他已经没有生命危险了。,4,https://mandarinbean.com/fortunately-overweight/
日本人租车,Japanese rent car,日本的很多共享汽车公司发现了一件奇怪的事情，他们公司的记录显示，很多被租的车根本没有被开过，虽然用户租了，也付费了。 为了了解原因，汽车公司开始调查，发现很多人租车是为了休息、吃东西、安静地做自己的事情。日本人非常害怕打扰别人，租车又很便宜，所以越来越多的人开始租车不开，这样就可以拥有自己的独立空间了。,3,https://mandarinbean.com/japanese-rent-car/
别让小麻烦变成大问题,Don’t let small troubles become big problems,很多时候一开始都只是小问题，然而如果不及时检查，就会变成大麻烦。大麻烦往往是小问题堆积而成的。一旦你忽视这些问题，他们就会像雪球越来越大。下面是一些你需要注意的问题。 第一，清理。如果你没有及时清理桌子，很快你就会坐在垃圾堆中，变成一团糟。 第二，付账单。如果有账单，尽快还。如果因为忘记而没有还，那么可能会超过还款期限，除了需要付滞纳金，还会影响你的信用。 第三，整理。如果因为没有整理而在关键时候找不到重要的东西了，问题将会非常复杂。 第四，关系。人际关系中的小问题如果不被重视也会变成大麻烦，甚至很快变成敌对和怨恨。 你遇到过哪些小问题？赶紧解决吧！别让这些问题变成大麻烦。,4,https://mandarinbean.com/dont-let-small-troubles-become-big-problems/
丁克族,DINK,丁克族，是指那些夫妻两个人都有收入，并且没有孩子的家庭。夫妻都身体健康并且主动不生孩子，他们的文化水平也比较高。现在这样的丁克族越来越多，中国也一样。因为人口老龄化问题，这些越来越多的丁克族变成了大家讨论的话题，有好处也有坏处，但是能决定自己生活的，还应该是自己。我认为，如果自己不后悔，就没问题。,3,https://mandarinbean.com/dink-story/
学会快速恢复,Learn to recover quickly,你需要多长时间才能从烦恼中恢复？几分钟？几天？几个月？如果你需要的恢复时间越长，这件事的影响越大，你也越脆弱，表现也会更差。我们应该怎么做能快速从糟糕的情绪中恢复呢？ 首先，你要意识到，需要锻炼来保持身体健康。你摆脱烦恼越快，就越健康。很多优秀的运动员，他们就清楚知道，尽快忘记一场比赛，下一场才能更好发挥。大多数运动员都认为30秒恢复时间已经太长了。不要总是活在过去，要学会克服过去，别让过去影响你的日常生活，妨碍你做得更好。 罗马不是一日建成的。每天都反思一下自己的恢复速率，幷努力给一件事画上句号。你要知道你正在控制自己的生活，目标是减少用在恢复上的时间，做自己的主人。,4,https://mandarinbean.com/learn-to-recover-quickly/
读书,Reading,很多人把学习当任务，他们没有什么热情学习书里的知识。他们喜欢出去玩或者在家看电视，而不是坐在桌子前读书。但我却喜欢读书，书让我了解世界，了解不同的文化，知道不同的人，学习不同的知识。读书带给我很多快乐。,3,https://mandarinbean.com/reading-story/
忘记下车,Forget getting off the bus,湖北武汉，一个小学生放学坐公共汽车回家，上车后一直睡觉，到了终点以后司机才发现这个孩子，但是因为他说不清楚自己的地址和家人的电话，公交站决定让司机开私家车送他回家。当孩子被司机送回家时，担心的家长表示非常感谢。,3,https://mandarinbean.com/forget-getting-off-the-bus/
中国的视频博主 – 李子柒,Chinese video blogger – Li Ziqi,最近，一个叫李子柒的中国视频博主火了。她不但在中国很有名，YouTube上也有多个视频有三千万以上的播放量，已经是标准的国际视频博主了。 李子柒的视频内容是城市人的理想生活，上山爬树、砍柴捉鱼，自己种食物，用古老的方法制作很多东西，好像没有什么是她不会做的。这种传统的古代风格，也让大家有很新鲜舒服的感觉。,4,https://mandarinbean.com/chinese-video-blogger-li-ziqi/
世界人工智能大会,World Artificial Intelligence Conference,2019年8月29日，在上海的世界人工智能大会上，马云表示人活到120岁不一定是好事，爷爷、爷爷的爸爸还必须努力工作。他认为人们每天工作四个小时，每周工作三天就足够了，晚上可以去唱歌和跳舞。人工智能应该可以让人更自由，感受乐趣。,3,https://mandarinbean.com/world-artificial-intelligence-conference/
享受假期,Enjoy the holidays,现在人们越来越忙，很多在大城市工作的人已经不知道怎么享受假期了。 放假的时候，你可以花时间做你想做的事情。看电影、睡觉、运动……任何事情都可以！当然，如果我们能在假期利用时间收拾屋子和衣服，假期结束的时候，你也会感到度过了有意义的时光。平时我们总是忙于工作，无法参加足够的社交活动，这也是你联系老朋友和家人的好机会。你还可以做一张愿望清单，把想做的事情都写下来，完成一件，划掉一件，你会越来越有成就感。如果第二天你就要工作了，记得不要熬夜，早睡早起。 假期是我们身体和心理放松的时间，我们都应该好好珍惜。,4,https://mandarinbean.com/enjoy-the-holidays/
看电影,Watch movie,我喜欢看电影，在我很小的时候就和妈妈一起看了很多电影了。有些人认为这是浪费时间，但是我想告诉他们，他们的想法是错的。看电影也可以是一种好的学习方法。我们可以从电影中看到很多精彩的人生，了解不同的文化，甚至是历史。因为看了很多外国电影，我的外语听力和词也学习了很多。这真是一种特别有趣的学习方式啊！,3,https://mandarinbean.com/watch-movie-2/
面试小技巧,Interview tips,细节决定一切，面试时也不例外。即使你认为自己的简历已经很完美，也要注意一些后续步骤。例如，和雇主第一次接触到面试后发送的感谢信，邮件或者相关资料的拼写是否正确，面试是否准时，都很重要。现在，很多的招聘人员也经常通过社交媒体网站了解面试者的性格，这也是招聘的一部分。因此，大家也要注意自己社交媒体的内容。,4,https://mandarinbean.com/interview-tips/
我爱火锅,I love hot pot,每次不知道吃什么的时候，我们就会去吃火锅。火锅非常好吃，我们可以选择自己喜欢的味道和食物。一群人坐在一起吃不同口味的菜，真的很方便，也很热闹。许多外国人来到中国以后最喜欢的就是火锅了。现在火锅已经像饺子一样成为了中国饮食的象征。,3,https://mandarinbean.com/i-love-hot-pot/
中国的秋天,The Autumn in China,中国位于北半球亚热带地区，夏天以后，连续五天平均气温在22℃以下时就进入了秋天，低于10℃时秋天结束。按节气，秋天从立秋开始，到立冬结束。中国的东北地区是秋天来得最早的地方，气温渐渐下降，树叶开始变色，白天变短，夜晚变长。中国的秋天，特别是北方，比较干燥，所以应该多吃蔬菜和水果，增加运动量，注意不要感冒。如果你想来中国旅游，秋天也是一个非常合适的季节，不管是北方还是南方，都有很美的秋天的风景，气温也很舒服。,4,https://mandarinbean.com/the-autumn-in-china/
生活的改变,Change of life,为了学习汉语，我来到了中国生活。到了新环境意味着我不得不放弃很多东西，比如我亲爱的老朋友和美丽的风景。首先，我必须学会适应陌生的环境。当我有时间，我就会在街上走，熟悉商店和街道。然后我发现了一些有趣的地方，比如一些小咖啡店。小店提供了很多书，我可以在里面看书。我没有多少朋友，我有点孤独，但是我的同学都很好，他们帮助我解决问题。现在我有了很多好朋友，感觉在中国就像在家一样。我会在这里找到更多的惊喜。,3,https://mandarinbean.com/change-of-life/
广场舞,Square dance,广场舞已经成为中国文化的一部分。退休的男人和女人会在早上或晚上在广场上跳舞，作为常规的锻炼。但中国年轻一代并不认为这是一件很酷的事，他们觉得跳广场舞是老年人做的事，年轻人做会很尴尬。但很多国外的媒体赞扬广场舞，他们认为老人在做着很棒的事情，在享受生活，队伍是如此的庞大，他们的组织工作做得很好。可能中国的年轻人应该多给老人们一些支持和理解。,4,https://mandarinbean.com/square-dance/
醉酒,Get drunk,吃完饭后父亲与儿子一起回家。这个孩子对什么事都很感兴趣，总是有提不完的问题。他问父亲：爸爸，“醉”字是什么意思？ 父亲回答说：你瞧那儿站着两个警察。如果我把他们看成了四个，那么我就算醉了。 孩子说：可是，爸爸，那儿只有一个警察！,3,https://mandarinbean.com/get-drunk/
“胖”是工伤,“Fat” is an industrial injury,调查显示，有84.8%的人表示参加工作以后体重增加，其中33.2%的人甚至超重。“胖”是一种最普遍的工伤。这里是十大又累又容易发胖的职业，你的工作是什么？ 1.新媒体，广告人 2.行政助理 3.IT工作者 4.销售 5.设计师 6.老师 7.医生，护士 8.外卖员 9.司机 10.厨师,4,https://mandarinbean.com/fat-is-an-industrial-injury/
赚钱不容易,Making money is not easy,最近，江苏南京的一位妈妈因为发现自己的两个孩子对花钱没有概念，特别容易浪费，就为他们租下了一个摊位，让自己11岁的儿子和3岁的女儿一起在高温天气卖花生。这位妈妈想通过这种方式让孩子们明白赚钱不容易，花钱要注意。在这次体验以后，三岁的女儿看到玩具太贵，也不要求买了。,3,https://mandarinbean.com/making-money-is-not-easy/
我,Me,我从大学毕业以后，第一份工作是在公司里当职员，后来我发现生活太无聊了，整天坐在办公室里，所以我决定辞职。辞职以后我去了很多地方，开阔了视野，遇见了很多人，看到了很多风景。当我遇见我现在的丈夫，我知道是时候安定下来了，然后回家找了一份适合我的工作。,4,https://mandarinbean.com/me-story/
免费拿零钱,Get free changes,最近，一个来自中国河北省的小学生把自己差不多700元钱的积蓄都换成了硬币零钱，免费提供给所有需要帮助的人们，但是每次只能拿两元。他说想帮助解决大家坐公共汽车，但是却没有零钱的麻烦。网友们纷纷为小朋友点赞。,3,https://mandarinbean.com/get-free-changes/
疯狂的司机,Crazy Driver,一位高龄老人在高速公路上驾驶时，接到了妻子打来的电话，妻子焦急地告诉他说：老公，小心！我刚从新闻上看到报道说，在280号公路上有一个疯子正在开车逆行！ 开车的老人说：我知道，可是不是一个，而是成百上千个！,4,https://mandarinbean.com/crazy-driver/
肩膀,Shoulder,我很小的时候认为身体最重要的部位是眼睛，因为眼睛可以看见蓝天、看见白云、看见我们爱的人。奶奶说：这个世界上有很多盲人啊。 后来我开始学习音乐，我认为身体最重要的部位是耳朵或者嘴，因为耳朵可以听到世界上最美的声音，嘴可以唱出好听的歌。爷爷说：但这个世界也有很多聋哑人。 几年以后，我好朋友的爸爸去世了，她非常伤心，我陪着她度过了那段不开心的日子。回家以后，妈妈对我说：现在，你知道最重要的部位是哪了吗？没错，是肩膀。因为在我们爱的人哭泣的时候，肩膀可以让他们依靠。我们每个人都需要肩膀，我们自己也要有强壮肩膀留给别人。,3,https://mandarinbean.com/shoulder/
数字忌讳,The Taboos about Numbers,很多国家对数字都有自己的迷信，他们认为最好避免这些数字，否则不好的运气就会随时降临。 在中国，数字4被认为是最不好的数字，因为在普通话里听起来像“死”。许多商人避免使用4来避免坏运气。在一些地方，人们甚至看不到四楼，从三楼就直接到五楼了，如果人们看到四楼，就会觉得不舒服。 在一些西方国家，数字13被认为和中国的4具有一样的意义。他们认为，如果周五是13号，那肯定是不幸的一天，所以他们会称之为“黑色星期五”。他们会呆在家里，避免厄运。无论他们什么时候看到13，都会感到恐慌。 当然，没有证据可以证明这些数字忌讳的科学性，年轻一代也并不在意，越来越忽视这些迷信。,4,https://mandarinbean.com/the-taboos-about-numbers/
愚蠢的问题,Stupid question,很多人逗小孩的时候总是喜欢问他们一些很难回答的问题，比如：你更爱爸爸还是妈妈？这其实是一个非常愚蠢的问题。每个人都喜欢自己的父母，不需要比较。这样的比较不但会让孩子为难，也会伤害父母的感情。所以，请大家不要总是问这些愚蠢的问题，要尊重孩子。,3,https://mandarinbean.com/stupid-question/
如何定义成功,How to define success,小时候我们经常被问想成为一个什么样的人。很多孩子会说：一个成功的人。但是，什么是成功呢？ 当我们谈论成功，自然会想到名声和巨大的财富。很长一段时间里，电视上的成功人士形象总是很有钱或者有权力的人。慢慢地，我意识到我们对成功的看法是很狭隘的。很多有钱人也会感到迷茫，很多有权力的人也会迷失自我。 拥有积极的生活态度和幸福的生活，这些才是最宝贵的。如果能快乐地生活，那么这个人就是成功的。,4,https://mandarinbean.com/how-to-define-success/
迟到,Be late,小明上中文课迟到了。他对中文老师说：对不起，我迟到了，老师。我梦见了一场足球赛。 老师问：那为什么会迟到呢？ 小明回答说：因为两个队不分胜负，所以踢了很长时间。,3,https://mandarinbean.com/be-late/
请为你的夸奖道歉,Please Apologize for Your Compliment,有一次，朋友去一个教授家中做客。教授有个五岁的小女儿，长得非常漂亮。朋友对小女孩说：”你长得真漂亮。”并把带去的礼物给了她。小女孩有礼貌地微笑着说：”谢谢。”教授等女儿离开后，很严肃地对朋友说：”请你为你刚才的夸奖道歉。” 朋友感到很吃惊，但是教授继续说：”你夸孩子漂亮，孩子很可能会把天生的美丽看成是她值得骄傲的资本，这是一种错误的引导。不过你还有机会弥补，你可以夸奖她的微笑和有礼貌，这是她自己努力的结果。”后来朋友就很正式地向教授的小女儿道了歉，同时表扬了她的礼貌。 对孩子容貌的夸奖需要谨慎，因为从他们成长的角度来说，对他们良好行为的夸奖更加重要。,4,https://mandarinbean.com/please-apologize-for-your-compliment/
一句漂亮的话,A Beautiful Word,牛津大学有一个叫凯丽的女孩。上大学前，她一直都是好学生，但到牛津大学后，她却成为了全班最差的学生。其实，并不是凯丽不聪明，也不是她不努力，而是她太自卑了。 一天，凯丽正在上课，有个人走进教室说，他要在班里找一个最漂亮的女孩做他们公司的形象代言人。这个人看了看教室里的学生，最后指着凯丽说：”就是她，她是我眼中最美丽的女孩。” 其实，这个人是凯丽的父亲找来的，为的是帮助凯丽找回自信。从此，凯丽又有了自信，并成为了一个优秀的学生。,3,https://mandarinbean.com/a-beautiful-word/
瓷器中的人生哲理,Philosophy of Life in Porcelain,去旅游时,4,https://mandarinbean.com/philosophy-of-life-in-porcelain/
三个博士兄弟,Three Doctoral Brothers,兄弟三人都是博士，并且都从事太空研究工作。一天，三兄弟和自己的妻子去母亲家里吃饭，吃完后，他们就开始讨论有关太空研究的问题。 妻子们和母亲在厨房洗碗，其中一个妻子说：”他们讨论的事是我完全不懂的，听着会让我觉得自己很笨。”母亲却讲了一段话，使大家恢复了自信。她说：”刚开始我也觉得自己很笨，可是有一次，他们花了两个小时才做了一碗非常不好吃的面条。从那以后，我就不再那么想了，因为每个人都有自己的长处和短处。”,3,https://mandarinbean.com/three-doctoral-brothers/
态度决定未来,Attitude Determines the Future,有三个工人正在砌墙。有人问他们：”你们干什么？” 第一个人不耐烦地说：”没看见吗？我砌墙！”第二个人抬头苦笑着说：”我们在盖一栋高楼。不过这份工作真是不轻松啊。”第三个人高兴地说：”我们正在建设一座城市。我们现在所盖的这栋大楼未来将成为城市的标致性建筑之一啊！能参与这样一个工程，真是让人兴奋。” 十年后，第一个人依然在砌墙；第二个人坐在办公室里画图纸——他成了工程师；第三个人，成了一家房地产公司的总裁,4,https://mandarinbean.com/attitude-determines-the-future/
请迈出第一步,Please Take the First Step,有一个人要到另外一个美丽的城市去，那个城市很近，走路只要1个小时。正因为近，这个人就不着急，始终不愿意迈出第一步。他每天要喝茶，要看电视，要听音乐……总之，要做的事情太多了，他太忙了。 他没有忘记自己还要赶路，可是真到下决心要走时，就又安慰自己：”反正1个小时就到了，不用着急。” 就这样，虽然那个美丽的城市很近，但是这个人一生都没能到达目的地。不迈出第一步，再近也到不了！,3,https://mandarinbean.com/please-take-the-first-step/
惯性思维,Inertial Thinking,一家酒店经营得很好，老板准备开展另外一项业务。由于没有太多的精力管理这家酒店，所以他打算在三个部门经理中选出一位总经理。 老板问第一位部门经理：”是先有鸡还是先有蛋？”第一位部门经理立刻回答：”先有鸡。”老板接着问第二位部门经理同样的问题，第二位部门经理肯定地回答：”先有蛋。”最后，老板对第三位部门经理说：”你觉得是先有鸡还是先有蛋呢？”第三位部门经理认真地回答：”客人先点鸡，就先有鸡；客人先点蛋，就先有蛋。”老板笑了，他决定选第三位部门经理做这家酒店的总经理。 当我们换个角度，跳出惯性思维的限制时，我们就走上了一条新路。,4,https://mandarinbean.com/inertial-thinking/
十分钟的人生,Ten Minutes of Life,父亲与儿子做游戏：10分钟代表一个人的一生，在这10分钟里，每人从一本书里找“黄金”这个词语，谁找得多谁就赢……游戏开始后，儿子和父亲都找得很努力。9分钟的时候，儿子一共找到了10个，而父亲却只找到了4个。” 爸爸，你输了。”儿子兴奋地说。父亲说：”我承认我输了。可是就这么结束了吗？”父亲看了看时间，说：”9分40秒了，10分钟的一生很快就要结束了。虽然你有很多黄金，但是你已经没有时间去享用了，其实时间比黄金更宝贵！”,3,https://mandarinbean.com/ten-minutes-of-life/
磨斧子,Grinding Axe,有个工人在一家木材厂找到了一份工作，报酬不错，工作条件也好，所以他很珍惜，下决心要好好干。 第一天，老板给了他一把锋利的斧子。这一天，这个工人砍了18棵树。老板说：”不错，就这么干!”工人很受鼓舞，第二天，他干得更加起劲，但是他只砍了15棵树。第三天，他加倍努力，可是只砍了10棵。工人觉得很惭愧，跑到老板那儿道歉，说自己的力气好像越来越小了。 老板问他：”你上一次磨斧子是什么时候?””磨斧子?”工人诧异地说，”我每天忙着砍树，哪里有时间磨斧子!”老板笑着说：”不是你的力气变小了，而是因为你的斧子已经不像第一天那样锋利了。”,4,https://mandarinbean.com/grinding-axe/
只借一美元,Borrow One Dollar,一个人走进一家银行，对经理说：”我可以借钱吗？”经理回答：”当然，只要有担保，借多少都是可以的。只要您支付6%的利息，一年后我们就会把做担保的东西还给您。”经理以为他会借很多，可是他却说：”想借一美元。”并且拿出了一沓价值50万美元的票据，说：”这些做担保可以吗？” 经理奇怪地问：”您有那么多钱，为什么还要借一美元呢？” 那个人回答：”这听起来好像很奇怪，其实我只是想以担保的形式把票据寄存在这儿，这样又安全又便宜。”,3,https://mandarinbean.com/borrow-one-dollar/
求职面试的着装颜色选择,Outfit Color for Job Interview,你选择的着装可以透露你的很多信息和你对自己的看法。那么在非常重要的求职面试中，应该穿什么颜色的衣服才能给别人留下一个好的第一印象呢？ 一项调查结果显示，蓝色和黑色是求职面试着装的最好选择，黑色代表领导力，蓝色传达出信任和信心。如果你穿黑色或者蓝色的衣服参加面试，你更可能得到这份工作。另外，灰色、棕色等颜色也是安全的选择，灰色意味着自主自信和独立思考能力，棕色意味着温暖、安全、可靠。红色传达的是热情和权力，当你想说服他人或给人留下好印象时，最适合穿红色。绿色、黄色、橙色等亮色代表创造性，但不一定能赢得别人的信任，可能不适合面试的时候穿。,4,https://mandarinbean.com/outfit-color-for-job-interview/
我喜欢的天气,The Weather I Like,在一家饭馆，有一位客人问服务员：”请问，你知道明天的天气怎么样吗？” 这位服务员笑着说：”一定会是我喜欢的天气。”客人感到很奇怪，问：”你怎么知道会是你喜欢的天气呢?”服务员回答：”我喜欢用积极的态度去面对我遇到的事情。所以，虽然我不知道明天是什么天气，但是一定会是我喜欢的。” 愉快的生活是由愉快的思想造成的。你的态度决定你的心情，影响你的健康，甚至改变你的命运。,3,https://mandarinbean.com/the-weather-i-like/
不同的回答,Different Answers,一个年轻人来到一个陌生的地方碰到一位老人，年轻人问：”这里怎么样？”老人反问：”你的家乡怎么样？”年轻人说：”糟糕极了。”老人接着说：”那你快走，这里你的家乡一样糟糕。” 又来了另一个年轻人问同样的问题，老人也同样反问，但是这个年轻人回答说：”我的家乡很好，我很想念家乡……”老人就说：”这里也同样好。” 旁观者觉得很奇怪，问老人前后回答不一样的原因。老人说：”你心里有什么，就会找到什么！” 你用欣赏的眼光去看，就会发现许多美丽的风景；然而如果你带着不满的态度去看，你就会觉得世界上的一切都很糟糕。,4,https://mandarinbean.com/different-answers/
